departamento,anio,sexo,Fuerza de trabajo,Fuerza de trabajo potencial,Poblacion desocupada,Poblacion en edad de trabajar (PET),Poblacion fuera de la fuerza de trabajo,Poblacion ocupada,Poblacion subocupada,Poblacion total,Porcentaje poblacion en edad de trabajar,Tasa Global de Participacion (TGP),Tasa de Desocupacion (TD),Tasa de Ocupacion (TO),Tasa de Subocupacion (TS)
Huila,2010,total,464.74269,0.0,45.735696000000004,698.671,233.92831,419.006994,63.443703,1001.012,69.796465976,66.518102242,9.84107921,59.972003111,13.651361224
Huila,2011,hombres,293.507015,0.0,16.661986000000002,351.651,58.143985,276.845028,35.335415,506.392,69.442447748,83.465428674,5.676861405,78.727211966,12.039035822
Huila,2011,mujeres,176.696393,0.0,23.122159,359.086,182.38960699999998,153.574235,21.836758000000003,506.634,70.876806531,49.207263262,13.085812475,42.768093067,12.358349634
Huila,2011,total,470.20340799999997,0.0,39.784144999999995,710.737,240.533592,430.419263,57.172173,1013.026,70.159798465,66.15715911,8.46104993,60.559568845,12.159029846
Huila,2012,hombres,297.546018,0.0,19.135187000000002,357.506,59.959982000000004,278.41083100000003,41.459652999999996,512.384,69.773060829,83.228258451,6.431000897,77.875848404,13.933862652
Huila,2012,mujeres,194.492426,0.0,31.397205999999997,365.179,170.686574,163.09522,25.630182,512.591,71.241789263,53.259477237,16.143151166,44.661719316,13.177984735
Huila,2012,total,492.038444,0.0,50.532393,722.685,230.646556,441.50605099999996,67.08983599999999,1024.975,70.507573355,68.084773316,10.270009198,61.092460834,13.635080043
Huila,2013,hombres,297.57018300000004,0.0,21.952338,363.256,65.685817,275.617845,41.615434,518.321,70.083210983,81.917486016,7.377196651,75.874271981,13.985082052
Huila,2013,mujeres,187.753376,0.0,23.256234,371.177,183.42362400000002,164.497141,26.380352,518.556,71.578961578,50.58324622,12.386586579,44.317708632,14.050534148
Huila,2013,total,485.323559,0.0,45.208572,734.433,249.109441,440.11498700000004,67.995786,1036.877,70.831255781,66.081393241,9.315140632,59.925818529,14.010402999
Huila,2014,hombres,291.284461,0.0,17.663287,368.93,77.645539,273.621174,36.333949999999994,524.236,70.374793032,78.953855955,6.063930401,74.166149081,12.473699924
Huila,2014,mujeres,172.635639,0.0,23.120606,377.168,204.532361,149.515033,20.680591,524.619,71.893698093,45.771549731,13.392719034,39.641494678,11.979328691
Huila,2014,total,463.920099,0.0,40.783893,746.098,282.177901,423.136206,57.014540000000004,1048.855,71.134522884,62.179512539,8.791145945,56.713220844,12.289732698
Huila,2015,hombres,299.82223,0.0,18.754317,374.558,74.73577,281.067913,37.984117,530.198,70.644928876,80.046943201,6.255145486,75.039890446,12.668879553
Huila,2015,mujeres,182.553291,0.0,21.868826000000002,383.206,200.65270900000002,160.684465,23.898563,530.846,72.187790809,47.638421947,11.979420415,41.931615102,13.091280267
Huila,2015,total,482.375521,0.0,40.623143,757.764,275.388479,441.752378,61.88268,1061.044,71.41683097,63.657751057,8.421476868,58.296828277,12.828735593
Huila,2016,hombres,296.615288,0.0,18.222797,380.203,83.587712,278.392492,39.570662,536.263,70.898607586,78.01497836,6.143579674,73.222066007,13.340735924
Huila,2016,mujeres,177.41135500000001,0.0,24.636407,389.302,211.89064499999998,152.774948,21.340948,537.285,72.457261975,45.571652511,13.886600938,39.243298986,12.029076953
Huila,2016,total,474.026643,0.0,42.859203,769.505,295.478357,431.167439,60.911611,1073.548,71.678676687,61.601502632,9.041517822,56.031791793,12.849828507
Huila,2017,hombres,297.231614,0.0,19.825508999999997,385.847,88.615386,277.40610399999997,33.413016999999996,542.414,71.135147692,77.033542748,6.670054074,71.895363792,11.24140767
Huila,2017,mujeres,173.621182,0.0,26.814418,395.399,221.777818,146.806764,16.58627,543.86,72.702349869,43.910374479,15.444208881,37.128764524,9.553137324
Huila,2017,total,470.85279499999996,0.0,46.639927,781.246,310.393205,424.212868,49.999286999999995,1086.274,71.919791876,60.269466375,9.905415827,54.299525114,10.618878728
Huila,2018,hombres,294.496597,0.0,21.004677,391.697,97.20040300000001,273.491919,36.146752,548.93,71.356457107,75.18479757,7.132400755,69.822316501,12.274081304
Huila,2018,mujeres,166.466104,0.0,27.771957999999998,401.828,235.361896,138.69414600000002,16.903959,551.078,72.916719593,41.427203596,16.683250966,34.515799252,10.15459548
Huila,2018,total,460.9627,0.0,48.776635,793.525,332.5623,412.186065,53.050711,1100.008,72.138111723,58.090507571,10.581471191,51.943677248,11.508677624
Huila,2019,hombres,299.724746,0.0,20.778558,397.126,97.401254,278.946188,37.07074,554.382,71.633999661,75.473463384,6.932546628,70.241230344,12.368261235
Huila,2019,mujeres,161.68996900000002,0.0,23.056752,407.883,246.193031,138.633217,15.19967,557.134,73.210933097,39.641262165,14.259853089,33.988476418,9.400502891
Huila,2019,total,461.414716,0.0,43.83531,805.009,343.59428399999996,417.579406,52.270410000000005,1111.516,72.424418542,57.317957384,9.500197631,51.872638154,11.328292766
Huila,2020,hombres,292.64815500000003,0.0,37.236242,402.413,109.76484500000001,255.411912,0.0,559.537,71.918925826,72.723335172,12.723894476,63.470094745,0.0
Huila,2020,mujeres,148.40353299999998,0.0,35.912669,413.688,265.284467,112.490863,0.0,562.791,73.506505968,35.873298878,24.199335786,27.192198825,0.0
Huila,2020,total,441.05168699999996,0.0,73.148912,816.101,375.04931300000004,367.902776,0.0,1122.328,72.715017357,54.04376265,16.585110922,45.080544668,0.0
Huila,2021,hombres,302.609,4.848,25.978,407.372,104.763,276.632,9.69,564.025,72.225919197,74.283302248,8.584588745,67.906386244,3.202067192
Huila,2021,mujeres,147.399,10.43,29.167,419.155,271.756,118.232,5.328,567.773,73.824372618,35.165801022,19.787592088,28.207335761,3.61459556
Huila,2021,total,450.009,15.278,55.145,826.527,376.518,394.864,15.018,1131.798,73.027792878,54.445723295,12.254104628,47.773887397,3.337189833
Huila,2022,hombres,320.265,6.673,20.453,412.126,91.861,299.812,12.721,568.301,72.519013562,77.710541429,6.386356485,72.747669227,3.972043834
Huila,2022,mujeres,169.472,9.162,20.563,424.376,254.904,148.909,11.239,572.499,74.126922876,39.934337822,12.133377484,35.088953869,6.631727464
Huila,2022,total,489.737,15.835,41.016,836.502,346.765,448.721,23.96,1140.799,73.325926732,58.545843647,8.375091258,53.642575814,4.892417245
Huila,2023,hombres,321.537,4.341,17.842,416.777,95.24,303.695,17.46,572.403,72.811811382,77.14844235,5.548932794,72.867527132,5.430212201
Huila,2023,mujeres,179.392,8.051,22.593,429.454,250.063,156.799,14.017,577.038,74.423922504,41.771992721,12.59406678,36.511200062,7.813683159
Huila,2023,total,500.928,12.391,40.435,846.231,345.303,460.494,31.477,1149.441,73.621117687,59.195222722,8.071924893,54.417028803,6.283777003
Huila,2024,hombres,329.072,3.701,23.348,420.894,91.822,305.724,11.091,576.472,73.011995664,78.184091826,7.09511207,72.636842891,3.370429156
Huila,2024,mujeres,187.611,5.764,19.925,434.12,246.509,167.686,12.095,581.487,74.656796,43.216378873,10.62028596,38.626675855,6.446769103
Huila,2024,total,516.683,9.464,43.273,855.014,338.331,473.41,23.186,1157.959,73.83795762,60.429783472,8.37512516,55.368713473,4.487467782
Huila,2025,hombres,330.405,1.442,17.855,425.673,95.268,312.551,10.442,580.438,73.336568439,77.61951142,5.40385825,73.425063049,3.160222003
Huila,2025,mujeres,161.175,4.953,15.706,439.265,278.089,145.469,9.733,585.84,74.980345165,36.692086554,9.744713565,33.116547818,6.038900081
Huila,2025,total,491.581,6.394,33.561,864.938,373.357,458.02,20.175,1166.278,74.162263532,56.834237362,6.827101125,52.954106503,4.10405859
Huila,2026,hombres,331.73799999999994,0.0,12.362000000000002,430.452,98.714,319.378,9.793000000000001,584.404,73.66114121400001,77.05493101399999,3.71260443,74.213283207,2.9500148499999996
Huila,2026,mujeres,134.73900000000003,4.142,11.486999999999998,444.40999999999997,309.669,123.25199999999998,7.371,590.1930000000001,75.30389433,30.167794235000002,8.869141169999999,27.606419781,5.631031059000001
Huila,2026,total,466.47900000000004,3.324,23.848999999999997,874.862,408.38300000000004,442.62999999999994,17.164,1174.597,74.486569444,53.23869125200001,5.279077090000001,50.539499533,3.720649398
La Guajira,2007,hombres,131.083638,0.0,18.511543000000003,195.28,64.19636200000001,112.572095,14.146611,327.677,59.595272174,67.125992593,14.121932923,57.646504945,10.792049048
La Guajira,2007,mujeres,88.584735,0.0,17.239635999999997,215.174,126.589265,71.345099,8.131337,347.392,61.939825903,41.16888436,19.461181851,33.156932909,9.179162363
La Guajira,2007,total,219.668374,0.0,35.75118,410.454,190.78562599999998,183.917194,22.277947,675.069,60.801784706,53.518390263,16.275069239,44.808235192,10.141627061
La Guajira,2008,hombres,143.877794,0.0,18.262311,200.868,56.990206,125.615483,10.598809,335.66,59.842697968,71.628031152,12.6929323,62.536333651,7.366536009
La Guajira,2008,mujeres,84.181967,0.0,18.905359,220.781,136.599033,65.276608,6.269025,354.847,62.218646346,38.129171691,22.457730149,29.566225204,7.446993233
La Guajira,2008,total,228.05976,0.0,37.16767,421.649,193.58924,190.89209,16.867835,690.507,61.063682193,54.087584736,16.29733794,45.272748268,7.396234573
La Guajira,2009,hombres,165.73669,0.0,11.630275,206.674,40.93731,154.106415,16.364277,343.842,60.107258566,80.192327208,7.017320671,74.564974455,9.873659746
La Guajira,2009,mujeres,119.789745,0.0,17.394233,226.572,106.782255,102.395512,8.795481,362.501,62.502448269,52.870498307,14.520636435,45.193365466,7.342432592
La Guajira,2009,total,285.526436,0.0,29.024508,433.246,147.71956400000002,256.501927,25.159758,706.343,61.336489496,65.903998135,10.165261361,59.204684477,8.811708842
La Guajira,2010,hombres,185.258718,0.0,9.608645000000001,212.654,27.395281999999998,175.650073,24.461536,352.115,60.393337404,87.117438812,5.186609031,82.598997863,13.20398634
La Guajira,2010,mujeres,140.866678,0.0,19.445988,232.459,91.592322,121.42069000000001,12.758956,370.199,62.792984314,60.598504601,13.804533651,52.233163642,9.057469376
La Guajira,2010,total,326.125396,0.0,29.054633000000003,445.113,118.987604,297.070763,37.220492,722.314,61.623199883,73.268000742,8.909037352,66.740527189,11.412938859
La Guajira,2011,hombres,184.554136,0.0,11.903063,218.715,34.160864000000004,172.651072,11.484198000000001,360.323,60.699705542,84.381105831,6.449632324,78.938834753,6.222671655
La Guajira,2011,mujeres,142.14915,0.0,16.63447,238.383,96.23385,125.51468,8.428723,377.804,63.097002679,59.630573303,11.702124148,52.652529585,5.929492489
La Guajira,2011,total,326.703285,0.0,28.537533,457.098,130.394715,298.165752,19.912920999999997,738.127,61.926741604,71.473356955,8.735000362,65.230158966,6.095108906
La Guajira,2012,hombres,203.095658,0.0,12.467133,224.959,21.863342,190.628525,22.499319,368.493,61.048378124,90.281188248,6.138552094,84.739230476,11.078188149
La Guajira,2012,mujeres,182.85868900000003,0.0,18.794325,244.511,61.652311000000005,164.064364,17.307309,385.44,63.436851391,74.785465327,10.278059481,67.098970717,9.464854311
La Guajira,2012,total,385.954347,0.0,31.261457999999998,469.47,83.515653,354.69289000000003,39.806627999999996,753.933,62.269458957,82.210651883,8.099781186,75.551768969,10.313817666
La Guajira,2013,hombres,206.89376199999998,0.0,10.652073,231.493,24.599238,196.241689,23.804726,376.793,61.437712484,89.373658012,5.148571321,84.772191487,11.505772567
La Guajira,2013,mujeres,174.79252100000002,0.0,15.303034,250.944,76.15147900000001,159.48948800000002,14.80704,393.212,63.819008576,69.653995076,8.754970443,63.555808394,8.471208848
La Guajira,2013,total,381.686284,0.0,25.955106,482.437,100.750716,355.731177,38.611765,770.005,62.653749002,79.116295712,6.80011507,73.736296565,10.116099774
La Guajira,2014,hombres,208.466254,0.0,7.577883,238.247,29.780746,200.888371,24.548003,385.125,61.862252515,87.500054246,3.635064662,84.319370694,11.775528554
La Guajira,2014,mujeres,182.14392,0.0,15.440618,257.526,75.38208,166.703301,17.746773,400.898,64.23728729,70.728361246,8.477152802,64.732609989,9.743269258
La Guajira,2014,total,390.610174,0.0,23.018502,495.773,105.162826,367.591672,42.294776,786.023,63.073599627,78.788109441,5.892960057,74.145157622,10.827873581
La Guajira,2015,hombres,219.386282,0.0,12.474412000000001,245.28,25.893718,206.91187,30.064866000000002,393.563,62.32293178,89.443200525,5.686049408,84.357415951,13.704077478
La Guajira,2015,mujeres,196.813233,0.0,16.070567,264.525,67.71176700000001,180.74266699999998,21.709065,408.856,64.698818166,74.402507622,8.165389266,68.327253251,11.030287452
La Guajira,2015,total,416.199516,0.0,28.544978999999998,509.805,93.60548399999999,387.654537,51.773931,802.419,63.533515532,81.638963041,6.858484444,76.039767461,12.43969047
La Guajira,2016,hombres,224.130082,0.0,13.209696,253.185,29.054918,210.920386,32.40233,403.109,62.808074243,88.524234058,5.893763209,83.30682532,14.456930355
La Guajira,2016,mujeres,209.031269,0.0,22.458368,273.086,64.054731,186.572901,22.494872,418.773,65.210985426,76.544117507,10.744023193,68.32019977,10.76148678
La Guajira,2016,total,433.161351,0.0,35.668064,526.271,93.109649,397.493286,54.897202,821.882,64.032428013,82.307661022,8.23435984,75.530152037,12.673615067
La Guajira,2017,hombres,238.228906,0.0,8.662542,262.373,24.144094000000003,229.566364,36.990434,414.525,63.294855558,90.797797722,3.636226046,87.496184552,15.527265107
La Guajira,2017,mujeres,226.995497,0.0,16.273373,282.926,55.930502999999995,210.722124,27.0817,430.421,65.732387593,80.231402243,7.169028829,74.479589886,11.930500991
La Guajira,2017,total,465.224403,0.0,24.935914,545.299,80.074597,440.288489,64.07213399999999,844.946,64.536550265,85.315469665,5.359975529,80.742581368,13.77230717
La Guajira,2018,hombres,253.733625,0.0,5.699308,274.248,20.514375,248.03431700000002,42.007552000000004,430.405,63.71859063,92.519772274,2.246177579,90.441613893,16.55576858
La Guajira,2018,mujeres,239.412369,0.0,10.129811,297.418,58.005631,229.282558,31.535207999999997,448.383,66.331239142,80.496933252,4.231114347,77.09101596,13.171921093
La Guajira,2018,total,493.14599400000003,0.0,15.829119,571.666,78.520006,477.316875,73.54276,878.788,65.051639303,86.264705965,3.209824085,83.495760657,14.912979319
La Guajira,2019,hombres,264.238046,0.0,8.06653,291.829,27.590954,256.171516,44.772737,453.047,64.414729598,90.545506477,3.052751235,87.78137741,16.944091796
La Guajira,2019,mujeres,242.546939,0.0,17.515182,316.582,74.035061,225.031757,32.752289,472.638,66.981918508,76.614254494,7.221357718,71.081665114,13.503484892
La Guajira,2019,total,506.784985,0.0,25.581712,608.411,101.626015,481.20327299999997,77.525026,925.685,65.725489772,83.2964863,5.047843379,79.091810131,15.29741974
La Guajira,2020,hombres,263.223196,0.0,17.308781,306.48,43.256803999999995,245.91441500000002,0.0,471.706,64.972673657,85.885929274,6.575705006,80.238323923,0.0
La Guajira,2020,mujeres,224.15081899999998,0.0,26.896394,332.547,108.396181,197.254426,0.0,492.593,67.509485518,67.404252442,11.999239554,59.316254722,0.0
La Guajira,2020,total,487.374015,0.0,44.205175000000004,639.027,151.65298499999997,443.16884100000004,0.0,964.299,66.268553633,76.268141316,9.070072113,69.3505659,0.0
La Guajira,2021,hombres,259.505,8.878,11.621,315.831,56.326,247.883,28.284,482.761,65.421766172,82.165762504,4.478279851,78.486149717,10.899396692
La Guajira,2021,mujeres,214.358,17.713,12.95,342.689,128.33,201.408,23.008,504.372,67.943572771,62.551954913,6.041340388,58.772978398,10.733549403
La Guajira,2021,total,473.863,26.591,24.571,658.519,184.656,449.291,51.293,987.133,66.710275001,71.958878441,5.18535174,68.227557486,10.824373395
La Guajira,2022,hombres,253.476,7.528,17.575,322.51,69.034,235.901,19.797,489.989,65.819771093,78.594765205,6.933589943,73.14532647,7.810175677
La Guajira,2022,mujeres,200.733,24.901,23.051,349.835,149.102,177.683,15.826,512.014,68.325241652,57.379467235,11.483151803,50.790495909,7.88414063
La Guajira,2022,total,454.209,32.428,40.625,672.344,218.135,413.584,35.623,1002.003,67.100043022,67.556001599,8.944225904,61.513640204,7.84286379
La Guajira,2023,hombres,241.865,7.445,30.004,329.013,87.149,211.861,25.222,496.59,66.25455041,73.512168415,12.405113957,64.392900151,10.428118822
La Guajira,2023,mujeres,185.766,30.063,32.115,356.727,170.961,153.651,11.629,518.939,68.741598449,52.075165271,17.287870182,43.072478301,6.260259951
La Guajira,2023,total,427.631,37.508,62.119,685.741,258.109,365.513,36.851,1015.529,67.525441576,62.360484474,14.526221065,53.301862642,8.617568659
La Guajira,2024,hombres,239.597,11.765,24.664,335.854,96.256,214.933,22.904,502.935,66.778758687,71.33980137,10.29409738,63.996012747,9.559453533
La Guajira,2024,mujeres,183.346,24.647,24.526,362.566,179.219,158.82,16.176,525.632,68.977049061,50.569079826,13.376739077,43.804585964,8.822487699
La Guajira,2024,total,422.943,36.412,49.19,698.419,275.476,373.753,39.08,1028.567,67.902158383,60.55724198,11.630422978,53.514178594,9.239978743
La Guajira,2025,hombres,252.482,10.653,24.41,342.857,90.375,228.072,25.216,509.157,67.338201181,73.640505364,9.668039177,66.520912455,9.987444886
La Guajira,2025,mujeres,189.837,27.606,30.06,369.703,179.866,159.777,16.953,532.227,69.463491348,51.348502718,15.834762906,43.217589056,8.930454809
La Guajira,2025,total,442.319,38.26,54.47,712.56,270.242,387.849,42.17,1041.384,68.424386589,62.074576619,12.314710045,54.430272496,9.53379965
La Guajira,2026,hombres,265.36699999999996,9.541,24.156,349.86000000000007,84.494,241.211,27.528000000000002,515.3789999999999,67.897643675,75.94120935800001,9.041980974000001,69.045812163,10.415436239000002
La Guajira,2026,mujeres,196.32799999999997,30.565000000000005,35.593999999999994,376.84,180.51300000000003,160.73399999999998,17.73,538.822,69.94993363500001,52.12792561,18.292786735,42.630592148000005,9.038421919000001
La Guajira,2026,total,461.69500000000005,40.108,59.75,726.7009999999999,265.00800000000004,401.945,45.260000000000005,1054.201,68.94661479499999,63.591911257999996,12.998997112,55.346366398,9.827620557000001
Magdalena,2007,hombres,293.455331,0.0,24.403917,374.972,81.516669,269.05141399999997,31.520338,566.645,66.174059596,78.260598421,8.316058459,71.752401306,10.741102576
Magdalena,2007,mujeres,163.77852299999998,0.0,28.210651000000002,382.395,218.616477,135.567872,16.537992,567.105,67.429312032,42.829671763,17.224878077,35.452313021,10.097777883
Magdalena,2007,total,457.233854,0.0,52.614568,757.367,300.133146,404.619287,48.058330000000005,1133.75,66.801940463,60.371504759,11.507146143,53.424467478,10.51066739
Magdalena,2008,hombres,286.589462,0.0,24.648286,382.41,95.820538,261.941176,26.223907,576.115,66.377372573,74.942983265,8.600555598,68.497470322,9.150338803
Magdalena,2008,mujeres,154.623896,0.0,28.845225,389.904,235.280104,125.778671,12.874746,575.761,67.719765667,39.656914583,18.65508895,32.258881892,8.326491514
Magdalena,2008,total,441.21335899999997,0.0,53.493511,772.314,331.100641,387.719847,39.098652,1151.876,67.048362845,57.128753141,12.124182187,50.202359029,8.86162026
Magdalena,2009,hombres,301.654555,0.0,21.062064999999997,389.93,88.275445,280.59249,26.977362,585.485,66.599485896,77.361207124,6.982180192,71.959708244,8.943130835
Magdalena,2009,mujeres,168.19620600000002,0.0,27.210990000000002,397.456,229.259794,140.98521599999998,15.649368,584.354,68.016305185,42.318195209,16.1781236,35.471905283,9.304233393
Magdalena,2009,total,469.850761,0.0,48.273055,787.386,317.535239,421.577706,42.626729,1169.839,67.30721065,59.67222695,10.27412504,53.541427739,9.072397584
Magdalena,2010,hombres,313.16157,0.0,20.026567,397.464,84.30242999999999,293.13500300000004,28.510776999999997,594.667,66.838079127,78.789920636,6.394963145,73.751334249,9.104174881
Magdalena,2010,mujeres,184.505808,0.0,22.911946,404.949,220.443192,161.593862,16.352419,592.761,68.315729274,45.562727277,12.418008224,39.904744057,8.862820494
Magdalena,2010,total,497.66737900000004,0.0,42.938513,802.413,304.74562099999997,454.728865,44.863196,1187.428,67.575718275,62.021350432,8.627954194,56.670176726,9.014694863
Magdalena,2011,hombres,317.50736800000004,0.0,24.489071,404.954,87.446632,293.018297,38.035136,603.517,67.099021237,78.405786349,7.712914346,72.358415206,11.979292405
Magdalena,2011,mujeres,188.819678,0.0,26.880816,412.306,223.48632199999997,161.938861,14.748526,600.85,68.620454356,45.796005294,14.236236787,39.276377541,7.810905194
Magdalena,2011,total,506.327046,0.0,51.369887999999996,817.26,310.93295400000005,454.957158,52.783662,1204.367,67.858053235,61.954218442,10.145594272,55.668594804,10.424815835
Magdalena,2012,hombres,330.31381300000004,0.0,18.291361000000002,412.466,82.15218700000001,312.022452,36.055551,612.052,67.390679223,80.08267656,5.537570684,75.64804174,10.915544407
Magdalena,2012,mujeres,202.562618,0.0,24.219907,419.726,217.163382,178.342711,17.329576,608.764,68.947243924,48.260679015,11.956750359,42.490270104,8.555169879
Magdalena,2012,total,532.87643,0.0,42.511267,832.192,299.31557,490.365163,53.385127,1220.816,68.166865441,64.032871057,7.977697069,58.924522579,10.018293908
Magdalena,2013,hombres,328.452108,0.0,17.10651,420.144,91.69189200000001,311.345598,39.242167,620.405,67.720924235,78.176079638,5.208220369,74.104497134,11.947606898
Magdalena,2013,mujeres,202.448753,0.0,24.727873,427.272,224.823247,177.72088,19.520446,616.602,69.294617922,47.381703603,12.214386442,41.594319222,9.64216638
Magdalena,2013,total,530.9008610000001,0.0,41.834383,847.416,316.51513900000003,489.066478,58.762612000000004,1237.007,68.505352031,62.649378895,7.879885999,57.712679259,11.068471843
Magdalena,2014,hombres,340.035407,0.0,15.428456,427.937,87.90159299999999,324.606951,39.986830000000005,628.561,68.082015906,79.459221118,4.537308751,75.853910924,11.759607832
Magdalena,2014,mujeres,210.641342,0.0,22.541905999999997,434.855,224.213658,188.099436,19.429925,624.176,69.66865115,48.439443572,10.701558409,43.255668225,9.224174336
Magdalena,2014,total,550.676749,0.0,37.970363,862.792,312.115251,512.706387,59.416754999999995,1252.737,68.87255665,63.824971652,6.89521804,59.424100693,10.789770054
Magdalena,2015,hombres,347.166135,0.0,14.001748,435.899,88.732865,333.164387,41.96863,636.587,68.474379778,79.643709898,4.033155015,76.431555618,12.088918115
Magdalena,2015,mujeres,215.919145,0.0,26.29107,442.724,226.804855,189.62807500000002,19.473109,631.881,70.064458339,48.770598563,12.176349608,42.832119976,9.018704061
Magdalena,2015,total,563.08528,0.0,40.292818,878.623,315.53772,522.792461,61.441738,1268.468,69.266469473,64.087245586,7.155722192,59.501340332,10.911622212
Magdalena,2016,hombres,351.489804,0.0,15.412258,444.727,93.237196,336.077545,35.650344,645.495,68.897048002,79.034959326,4.38483791,75.569404467,10.142639557
Magdalena,2016,mujeres,226.678419,0.0,32.518804,452.022,225.343581,194.159615,19.788068,641.317,70.483395887,50.147651974,14.345787408,42.953576432,8.729577278
Magdalena,2016,total,578.168223,0.0,47.931062,896.749,318.580777,530.237161,55.438412,1286.812,69.68764668,64.473807383,8.290158539,59.128826535,9.588629995
Magdalena,2017,hombres,362.228555,0.0,13.467621,454.906,92.677445,348.760934,43.980864000000004,656.11,69.333800735,79.627121772,3.717989752,76.666593545,12.141743933
Magdalena,2017,mujeres,222.91951600000002,0.0,27.88055,462.502,239.582484,195.038966,21.669231,652.265,70.907069979,48.19860589,12.507002725,42.170404938,9.720652221
Magdalena,2017,total,585.148071,0.0,41.348171,917.408,332.259929,543.7999,65.650094,1308.375,70.118123627,63.782752144,7.066274772,59.27568762,11.219398599
Magdalena,2018,hombres,366.84229700000003,0.0,15.657761,468.116,101.273703,351.18453600000004,37.615446000000006,670.79,69.785774982,78.36568228,4.268253947,75.020835953,10.253846389
Magdalena,2018,mujeres,220.39612,0.0,24.656316,477.648,257.25188,195.739804,20.305432,669.405,71.354112981,46.141953855,11.187272983,40.979927518,9.213153249
Magdalena,2018,total,587.238417,0.0,40.314076,945.764,358.525583,546.924341,57.920877999999995,1340.195,70.569133596,62.091432642,6.865027087,57.828838973,9.863264432
Magdalena,2019,hombres,387.004879,0.0,18.692601,487.562,100.557121,368.312278,43.803455,693.998,70.254092951,79.375521324,4.830068596,75.541629196,11.318579608
Magdalena,2019,mujeres,231.792671,0.0,35.562527,497.558,265.765329,196.230144,18.809928,693.133,71.783914487,46.586060492,15.342386416,39.438647075,8.114979405
Magdalena,2019,total,618.79755,0.0,54.255128,985.12,366.32245,564.542422,62.613383,1387.131,71.018526729,62.814433789,8.767831801,57.306969887,10.118557004
Magdalena,2020,hombres,372.170854,0.0,29.91225,504.123,131.952146,342.258604,0.0,713.109,70.69368077,73.825406464,8.037235994,67.891884323,0.0
Magdalena,2020,mujeres,197.254932,0.0,36.485202,514.48,317.225068,160.769731,0.0,712.672,72.190292308,38.340641495,18.496471209,31.248975779,0.0
Magdalena,2020,total,569.425786,0.0,66.397452,1018.603,449.177214,503.028335,0.0,1425.781,71.441757184,55.902622139,11.660422343,49.384140297,0.0
Magdalena,2021,hombres,396.076,9.87,28.517,515.148,119.072,367.559,41.478,724.272,71.126335335,76.885826545,7.1997649,71.350227792,10.472309572
Magdalena,2021,mujeres,223.381,40.974,41.348,525.805,302.424,182.033,21.177,724.276,72.597288212,42.48363352,18.509958034,34.619930784,9.480038671
Magdalena,2021,total,619.457,50.844,69.864,1040.953,421.496,549.593,62.655,1448.548,71.861813847,59.508635317,11.278308751,52.797067693,10.114488946
Magdalena,2022,hombres,403.622,10.947,22.466,523.218,119.596,381.156,50.651,731.404,71.536120676,77.142252421,5.566058569,72.84846947,12.549100732
Magdalena,2022,mujeres,250.884,40.673,41.48,534.098,283.214,209.405,27.437,731.785,72.985666549,46.973460285,16.533377859,39.207160603,10.936238413
Magdalena,2022,total,654.506,51.621,63.945,1057.316,402.809,590.561,78.088,1463.188,72.261082377,61.902632376,9.770033714,55.854724322,11.930860948
Magdalena,2023,hombres,411.113,6.184,21.731,530.816,119.703,389.382,46.15,737.801,71.945703504,77.44932382,5.285884771,73.355441807,11.225688293
Magdalena,2023,mujeres,250.827,24.931,36.467,541.945,291.118,214.359,22.505,738.59,73.375651227,46.282708003,14.538840135,39.553739077,8.972354538
Magdalena,2023,total,661.94,31.115,58.198,1072.761,410.821,603.742,68.655,1476.39,72.661059335,61.704353296,8.792076235,56.279259514,10.371840061
Magdalena,2024,hombres,405.155,6.632,23.54,538.926,133.772,381.614,36.721,744.09,72.427563678,75.178082337,5.810205203,70.810081486,9.063547636
Magdalena,2024,mujeres,232.456,26.296,38.28,549.892,317.436,194.176,21.641,745.277,73.783576563,42.273041003,16.467690194,35.311647575,9.309747621
Magdalena,2024,total,637.611,32.928,61.82,1088.819,451.208,575.79,58.362,1489.368,73.106110518,58.559863214,9.695645208,52.882106642,9.153305705
Magdalena,2025,hombres,418.019,8.674,26.467,546.822,128.803,391.552,38.009,750.343,72.876306639,76.445116789,6.331520285,71.604978712,9.092536079
Magdalena,2025,mujeres,247.305,35.17,36.787,557.971,310.666,210.518,20.794,751.932,74.205044586,44.322257956,14.875206609,37.729230511,8.408052586
Magdalena,2025,total,665.324,43.844,63.254,1104.793,439.469,602.07,58.802,1502.274,73.541378261,60.221602553,9.507265182,54.496175101,8.838109023
Magdalena,2026,hombres,430.88300000000004,10.716,29.394,554.718,123.834,401.49000000000007,39.297000000000004,756.5959999999999,73.32504960000001,77.71215124099999,6.852835367,72.39987593800001,9.121524522000001
Magdalena,2026,mujeres,262.154,44.044000000000004,35.294,566.05,303.896,226.86,19.947000000000003,758.587,74.626512609,46.371474909,13.282723024,40.14681344699999,7.506357551000001
Magdalena,2026,total,693.0369999999999,54.760000000000005,64.68799999999999,1120.7669999999998,427.72999999999996,628.3500000000001,59.242,1515.1799999999998,73.97664600400002,61.88334189199999,9.318885155999999,56.11024356,8.522912341
Meta,2007,hombres,238.239615,0.0,21.356685000000002,294.973,56.733385000000006,216.88293,24.177708,428.297,68.871133816,80.766583832,8.964372048,73.526366766,10.148483525
